yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
126129	Q8TCG5	CPT1C_HUMAN	Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)
255738	Q8NBP7	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)
23214	Q96QU8	XPO6_HUMAN	Exportin-6 (Exp6) (Ran-binding protein 20)
146395	B3KY67	B3KY67_HUMAN	cDNA FLJ45390 fis, clone BRHIP3025844, moderately similar to Homo sapiens germ cell associated 1 (GSG1), transcript variant 2, mRNA
146395	Q6UXU4	GSG1L_HUMAN	Germ cell-specific gene 1-like protein (GSG1-like protein)
4330	Q10571	MN1_HUMAN	Probable tumor suppressor protein MN1
27301	B4DWI9	B4DWI9_HUMAN	cDNA FLJ50898, highly similar to DNA-(apurinic or apyrimidinic site) lyase 2(EC 4.2.99.18)
27301	B7ZA71	B7ZA71_HUMAN	APEX nuclease (Apurinic/apyrimidinic endonuclease) 2, isoform CRA_c (cDNA, FLJ79085, highly similar to DNA-(apurinic or apyrimidinic site) lyase 2 (EC 4.2.99.18))
27301	E5KN95	E5KN95_HUMAN	APEX nuclease (Apurinic/apyrimidinic endonuclease) 2, isoform CRA_b (DNA-apurinic or apyrimidinic site lyase 2)
27301	Q9UBZ4	APEX2_HUMAN	DNA-(apurinic or apyrimidinic site) lyase 2 (EC 3.1.-.-) (EC 4.2.99.18) (AP endonuclease XTH2) (APEX nuclease 2) (APEX nuclease-like 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2)
197370	Q8WV22	NSE1_HUMAN	Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog) (EC 6.3.2.-)
90693	Q96EE4	CC126_HUMAN	Coiled-coil domain-containing protein 126
10421	O95400	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)
10636	O43566	RGS14_HUMAN	Regulator of G-protein signaling 14 (RGS14)
26000	Q4KMP7	TB10B_HUMAN	TBC1 domain family member 10B (Rab27A-GAP-beta)
10960	Q12907	LMAN2_HUMAN	Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)
53917	Q969Q5	RAB24_HUMAN	Ras-related protein Rab-24
27166	Q9Y255	PRLD1_HUMAN	PRELI domain-containing protein 1, mitochondrial (25 kDa protein of relevant evolutionary and lymphoid interest) (Px19-like protein)
7059	P49746	TSP3_HUMAN	Thrombospondin-3
11238	Q9Y2D0	CAH5B_HUMAN	Carbonic anhydrase 5B, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VB) (Carbonic anhydrase VB) (CA-VB)
55974	Q5SR67	Q5SR67_HUMAN	Sugar transporter SWEET
55974	Q9BRV3	SWET1_HUMAN	Sugar transporter SWEET1 (HsSWEET1) (RAG1-activating protein 1) (Solute carrier family 50 member 1) (Stromal cell protein)
1942	P20827	EFNA1_HUMAN	Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) (Tumor necrosis factor alpha-induced protein 4) (TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form]
100288332	E9PKD4	NPIA5_HUMAN	Nuclear pore complex-interacting protein family member A5
79628	Q8TF17	S3TC2_HUMAN	SH3 domain and tetratricopeptide repeat-containing protein 2
8233	Q15696	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)
51068	Q96D46	NMD3_HUMAN	60S ribosomal export protein NMD3 (hNMD3)
154	P07550	ADRB2_HUMAN	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)
8706	B3KTQ4	B3KTQ4_HUMAN	cDNA FLJ38598 fis, clone HEART2003027, highly similar to Beta-1,3-galactosyltransferase 3 (EC 2.4.1.79)
8706	O75752	B3GL1_HUMAN	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 (Beta-1,3-GalNAc-T1) (EC 2.4.1.79) (Beta-1,3-galactosyltransferase 3) (Beta-1,3-GalTase 3) (Beta3Gal-T3) (Beta3GalT3) (b3Gal-T3) (Beta-3-Gx-T3) (Galactosylgalactosylglucosylceramide beta-D-acetyl-galactosaminyltransferase) (Globoside synthase) (UDP-N-acetylgalactosamine:globotriaosylceramide beta-1,3-N-acetylgalactosaminyltransferase)
8706	Q49AT3	Q49AT3_HUMAN	Beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)
8706	Q7L9G8	Q7L9G8_HUMAN	cDNA FLJ12429 fis, clone MAMMA1003146, highly similar to Homo sapiens GalT3 protein
8706	Q8TDY1	Q8TDY1_HUMAN	1,3-N-acetylgalactosaminyltransferase
7881	B7Z8E5	B7Z8E5_HUMAN	Voltage-gated potassium channel subunit beta-1 (cDNA FLJ59247, highly similar to Voltage-gated potassium channel subunit beta-1)
7881	F8W6W4	F8W6W4_HUMAN	Voltage-gated potassium channel subunit beta-1
7881	Q14722	KCAB1_HUMAN	Voltage-gated potassium channel subunit beta-1 (K(+) channel subunit beta-1) (Kv-beta-1)
65008	Q9BYD6	RM01_HUMAN	39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1)
126669	Q5VZ18	SHE_HUMAN	SH2 domain-containing adapter protein E
55276	Q96G03	PGM2_HUMAN	Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)
202374	B7Z9H7	B7Z9H7_HUMAN	Serine/threonine-protein kinase 32A (cDNA, FLJ78841, highly similar to Serine/threonine-protein kinase 32A (EC 2.7.11.1))
202374	Q8WU08	ST32A_HUMAN	Serine/threonine-protein kinase 32A (EC 2.7.11.1) (Yet another novel kinase 1)
150248	F8W7S3	F8W7S3_HUMAN	Uncharacterized protein C22orf15
150248	Q8WYQ4	CV015_HUMAN	Uncharacterized protein C22orf15 (Protein N27C7-3)
23251	Q9UPX6	K1024_HUMAN	UPF0258 protein KIAA1024
9197	O00400	ACATN_HUMAN	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)
10073	O95149	SPN1_HUMAN	Snurportin-1 (RNA U transporter 1)
8738	F5H7C2	F5H7C2_HUMAN	Death domain-containing protein CRADD
8738	P78560	CRADD_HUMAN	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain)
8738	Q53XL1	Q53XL1_HUMAN	CASP2 and RIPK1 domain containing adaptor with death domain (CRADD protein) (cDNA, FLJ95760, Homo sapiens CASP2 and RIPK1 domain containing adaptor with deathdomain (CRADD), mRNA)
25942	Q96ST3	SIN3A_HUMAN	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)
200894	Q3SXY8	AR13B_HUMAN	ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1)
5747	E7ESA6	E7ESA6_HUMAN	Focal adhesion kinase 1
5747	Q05397	FAK1_HUMAN	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)
5747	Q59GM6	Q59GM6_HUMAN	PTK2 protein tyrosine kinase 2 isoform b variant (Fragment)
5747	Q658W2	Q658W2_HUMAN	Putative uncharacterized protein DKFZp666O0110
5724	A8K7N8	A8K7N8_HUMAN	cDNA FLJ78286, highly similar to Homo sapiens platelet-activating factor receptor (PTAFR), mRNA
5724	P25105	PTAFR_HUMAN	Platelet-activating factor receptor (PAF-R) (PAFr)
5780	P43378	PTN9_HUMAN	Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)
5780	Q6IQ43	Q6IQ43_HUMAN	PTPN9 protein
6039	Q6IB39	Q6IB39_HUMAN	RNASE6 protein (Ribonuclease A D1) (Ribonuclease, RNase A family, k6, isoform CRA_a) (cDNA, FLJ94144, Homo sapiens ribonuclease, RNase A family, k6 (RNASE6), mRNA)
6039	Q93091	RNAS6_HUMAN	Ribonuclease K6 (RNase K6) (EC 3.1.27.-)
4881	P16066	ANPRA_HUMAN	Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)
3576	P10145	IL8_HUMAN	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)]
6335	Q15858	SCN9A_HUMAN	Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7)
169044	Q8NFW1	COMA1_HUMAN	Collagen alpha-1(XXII) chain
6383	E9PBI9	E9PBI9_HUMAN	Syndecan
6383	P34741	SDC2_HUMAN	Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362)
1043	P31358	CD52_HUMAN	CAMPATH-1 antigen (CDw52) (Cambridge pathology 1 antigen) (Epididymal secretory protein E5) (Human epididymis-specific protein 5) (He5) (CD antigen CD52)
1043	V9HWN9	V9HWN9_HUMAN	Epididymis secretory sperm binding protein Li 171mP
93380	Q8N4V1	MMGT1_HUMAN	Membrane magnesium transporter 1 (ER membrane protein complex subunit 5) (Transmembrane protein 32)
83877	Q9BX73	TM2D2_HUMAN	TM2 domain-containing protein 2 (Beta-amyloid-binding protein-like protein 1) (BBP-like protein 1)
203100	B4DTF7	B4DTF7_HUMAN	cDNA FLJ51303, highly similar to Probable serine protease HTRA4 (EC 3.4.21.-)
203100	P83105	HTRA4_HUMAN	Serine protease HTRA4 (EC 3.4.21.-) (High-temperature requirement factor A4)
59339	A8K727	A8K727_HUMAN	Pleckstrin homology domain-containing family A member 2 (cDNA FLJ75843, highly similar to Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 (PLEKHA2), mRNA)
59339	Q9HB19	PKHA2_HUMAN	Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (Tandem PH domain-containing protein 2) (TAPP-2)
25932	Q6FIC5	Q6FIC5_HUMAN	CLIC4 protein (Chloride intracellular channel 4, isoform CRA_b) (cDNA, FLJ96000, Homo sapiens chloride intracellular channel 4 (CLIC4), mRNA)
25932	Q9Y696	CLIC4_HUMAN	Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1)
1880	P32249	GP183_HUMAN	G-protein coupled receptor 183 (Epstein-Barr virus-induced G-protein coupled receptor 2) (EBI2) (EBV-induced G-protein coupled receptor 2)
83987	G8IFA7	G8IFA7_HUMAN	p90
83987	Q9H0W5	CCDC8_HUMAN	Coiled-coil domain-containing protein 8
196074	A6NJ78	MET15_HUMAN	Probable methyltransferase-like protein 15 (EC 2.1.1.-) (Methyltransferase 5 domain-containing protein 1)
143662	Q8N387	MUC15_HUMAN	Mucin-15 (MUC-15)
9839	O60315	ZEB2_HUMAN	Zinc finger E-box-binding homeobox 2 (Smad-interacting protein 1) (SMADIP1) (Zinc finger homeobox protein 1b)
5093	Q15365	PCBP1_HUMAN	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)
5093	Q53SS8	Q53SS8_HUMAN	Epididymis secretory protein Li 85 (Poly(RC) binding protein 1) (Putative uncharacterized protein PCBP1) (cDNA, FLJ94964, highly similar to Homo sapiens poly(rC) binding protein 1 (PCBP1), mRNA)
3094	P49773	HINT1_HUMAN	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)
285605	Q8NBA8	DTWD2_HUMAN	DTW domain-containing protein 2
9022	O95833	CLIC3_HUMAN	Chloride intracellular channel protein 3
283899	J3KNE2	J3KNE2_HUMAN	INO80 complex subunit E
283899	Q8NBZ0	IN80E_HUMAN	INO80 complex subunit E (Coiled-coil domain-containing protein 95)
1677	B4DZS0	B4DZS0_HUMAN	cDNA FLJ50316, highly similar to DNAation factor subunit beta (EC 3.-.-.-)
1677	O76075	DFFB_HUMAN	DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)
1677	Q96P73	Q96P73_HUMAN	DFFB protein (DNA fragmentation factor subunit beta) (DNAation factor B truncated form II) (DNAation factor, 40kDa, beta polypeptide (Caspase-activated DNase), isoform CRA_d)
27247	Q9UMS0	NFU1_HUMAN	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)
84168	Q53FL1	Q53FL1_HUMAN	Tumor endothelial marker 8 isoform 3 variant (Fragment)
84168	Q96EC6	Q96EC6_HUMAN	ANTXR1 protein (Fragment)
84168	Q9H6X2	ANTR1_HUMAN	Anthrax toxin receptor 1 (Tumor endothelial marker 8)
150468	Q8IYA6	CKP2L_HUMAN	Cytoskeleton-associated protein 2-like (Radial fiber and mitotic spindle protein) (Radmis)
123207	Q8WUR7	CO040_HUMAN	UPF0235 protein C15orf40
83640	Q9BTL3	RAM_HUMAN	RNMT-activating mini protein (RAM) (Protein FAM103A1)
200558	Q8IW19	APLF_HUMAN	Aprataxin and PNK-like factor (EC 4.2.99.18) (Apurinic-apyrimidinic endonuclease APLF) (PNK and APTX-like FHA domain-containing protein) (XRCC1-interacting protein 1)
552900,654483	Q9H3K6	BOLA2_HUMAN	BolA-like protein 2
23119	Q96JB3	HIC2_HUMAN	Hypermethylated in cancer 2 protein (Hic-2) (HIC1-related gene on chromosome 22 protein) (Hic-3) (Zinc finger and BTB domain-containing protein 30)
7798	Q05DE3	Q05DE3_HUMAN	LUZP1 protein (Fragment)
7798	Q86V48	LUZP1_HUMAN	Leucine zipper protein 1
284004	Q8WVB3	HEXDC_HUMAN	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)
699	B4DYG2	B4DYG2_HUMAN	cDNA FLJ53397, highly similar to Mitotic checkpoint serine/threonine-proteinkinase BUB1 (EC 2.7.11.1)
699	O43683	BUB1_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A)
83985	H3BMF4	H3BMF4_HUMAN	Protein spinster homolog 1 (Spinster, isoform CRA_a)
83985	Q9H2V7	SPNS1_HUMAN	Protein spinster homolog 1 (HSpin1) (Spinster-like protein 1)
201255	Q96CN5	LRC45_HUMAN	Leucine-rich repeat-containing protein 45
1138	P30532	ACHA5_HUMAN	Neuronal acetylcholine receptor subunit alpha-5
1138	Q6EWN4	Q6EWN4_HUMAN	Neuronal nicotinic acetylcholine receptor, alpha5 subunit (Fragment)
201254	A8MT69	CENPX_HUMAN	Centromere protein X (CENP-X) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog)
201254	J3QRS1	J3QRS1_HUMAN	Centromere protein X
10555	O15120	PLCB_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta)
79058	Q9BZE9	ASPC1_HUMAN	Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9)
2194	P49327	FAS_HUMAN	Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]
7555	P62633	CNBP_HUMAN	Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9)
4493	P04732	MT1E_HUMAN	Metallothionein-1E (MT-1E) (Metallothionein-IE) (MT-IE)
64118	Q6P1R4	DUS1L_HUMAN	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 1-like)
2873	C9JFE4	C9JFE4_HUMAN	COP9 signalosome complex subunit 1 (G protein pathway suppressor 1, isoform CRA_b)
2873	Q13098	CSN1_HUMAN	COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)
5986	Q8N9R1	Q8N9R1_HUMAN	cDNA FLJ36697 fis, clone UTERU2008962, moderately similar to Homo sapiens radical fringe (RFNG) gene
5986	Q9Y644	RFNG_HUMAN	Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)
51181	Q7Z4W1	DCXR_HUMAN	L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Sperm surface protein P34H)
7580	P17041	ZNF32_HUMAN	Zinc finger protein 32 (C2H2-546) (Zinc finger protein KOX30)
9079	E9PFI4	E9PFI4_HUMAN	LIM domain-binding protein 2
9079	G5E9Y7	G5E9Y7_HUMAN	LIM domain binding 2, isoform CRA_b (LIM domain-binding protein 2)
9079	O43679	LDB2_HUMAN	LIM domain-binding protein 2 (LDB-2) (Carboxyl-terminal LIM domain-binding protein 1) (CLIM-1) (LIM domain-binding factor CLIM1)
5881	P60763	RAC3_HUMAN	Ras-related C3 botulinum toxin substrate 3 (p21-Rac3)
145957	Q8WWG1	NRG4_HUMAN	Pro-neuregulin-4, membrane-bound isoform (Pro-NRG4) [Cleaved into: Neuregulin-4 (NRG-4)]
3987	P48059	LIMS1_HUMAN	LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1) (Renal carcinoma antigen NY-REN-48)
100288695	P0CW19	LIMS3_HUMAN	LIM and senescent cell antigen-like-containing domain protein 3 (Particularly interesting new Cys-His protein 3) (PINCH-3)
100288695	P0CW20	LIM3L_HUMAN	LIM and senescent cell antigen-like-containing domain protein 3-like
22871	Q8N2Q7	NLGN1_HUMAN	Neuroligin-1
202018	Q6NXT6	TAPT1_HUMAN	Transmembrane anterior posterior transformation protein 1 homolog (Cytomegalovirus partial fusion receptor)
7360	Q16851	UGPA_HUMAN	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)
84894	Q96FE5	LIGO1_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat and immunoglobulin domain-containing protein 1) (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)
3185	P52597	HNRPF_HUMAN	Heterogeneous nuclear ribonucleoprotein F (hnRNP F) (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]
686	P43251	BTD_HUMAN	Biotinidase (Biotinase) (EC 3.5.1.12)
55454	Q8N6G5	CGAT2_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)
6091	Q1RMC8	Q1RMC8_HUMAN	ROBO1 protein
6091	Q9Y6N7	ROBO1_HUMAN	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)
57099	Q9NQS1	AVEN_HUMAN	Cell death regulator Aven
81844	Q9BRZ2	TRI56_HUMAN	E3 ubiquitin-protein ligase TRIM56 (EC 6.3.2.-) (RING finger protein 109) (Tripartite motif-containing protein 56)
9185	Q8NFH8	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)
94056	Q96A49	SYAP1_HUMAN	Synapse-associated protein 1
3684	P11215	ITAM_HUMAN	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)
8460	O60507	TPST1_HUMAN	Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1)
163590	Q8NFQ8	TOIP2_HUMAN	Torsin-1A-interacting protein 2 (Lumenal domain-like LAP1)
163590	Q9H496	IFG15_HUMAN	Torsin-1A-interacting protein 2, isoform IFRG15 (15 kDa interferon-responsive protein) (IFRG15)
4071	P30408	T4S1_HUMAN	Transmembrane 4 L6 family member 1 (Membrane component chromosome 3 surface marker 1) (Tumor-associated antigen L6)
23252	Q5T2D3	OTUD3_HUMAN	OTU domain-containing protein 3 (EC 3.4.19.12)
161725	Q8TE49	OTU7A_HUMAN	OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2)
2990	P08236	BGLR_HUMAN	Beta-glucuronidase (EC 3.2.1.31) (Beta-G1)
8019	Q15059	BRD3_HUMAN	Bromodomain-containing protein 3 (RING3-like protein)
51621	Q9Y2Y9	KLF13_HUMAN	Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Novel Sp1-like zinc finger transcription factor 1) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3) (Transcription factor NSLP1)
51621	X5DNR2	X5DNR2_HUMAN	Kruppel-like factor 13 (Kruppel-like factor 13 isoform A) (Fragment)
9758	Q14CM0	FRPD4_HUMAN	FERM and PDZ domain-containing protein 4 (PDZ domain-containing protein 10) (PSD-95-interacting regulator of spine morphogenesis) (Preso)
23414	Q8WW38	FOG2_HUMAN	Zinc finger protein ZFPM2 (Friend of GATA protein 2) (FOG-2) (Friend of GATA 2) (hFOG-2) (Zinc finger protein 89B) (Zinc finger protein multitype 2)
23414	Q9NPQ0	Q9NPQ0_HUMAN	FOG2, frind of GATA2 (Fragment)
92595	Q96H86	ZN764_HUMAN	Zinc finger protein 764
65988	B7Z5R0	B7Z5R0_HUMAN	KRAB domain-containing protein ZNF747 (cDNA FLJ54920, moderately similar to Homo sapiens zinc finger protein 689 (ZNF689), mRNA)
65988	Q9BV97	ZN747_HUMAN	KRAB domain-containing protein ZNF747
79724	Q9H5H4	ZN768_HUMAN	Zinc finger protein 768
83756	Q7RTX0	TS1R3_HUMAN	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)
131616	Q69YG0	TMM42_HUMAN	Transmembrane protein 42
10746	Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)
126789	Q8N0Z8	PUSL1_HUMAN	tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)
83443	Q9BWJ5	SF3B5_HUMAN	Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)
7584	B4DUB8	B4DUB8_HUMAN	cDNA FLJ50867, highly similar to Zinc finger protein 35
7584	P13682	ZNF35_HUMAN	Zinc finger protein 35 (Zinc finger protein HF.10)
201798	Q8IY51	TIGD4_HUMAN	Tigger transposable element-derived protein 4
126917	Q5TF58	IFFO2_HUMAN	Intermediate filament family orphan 2
57555	Q8NFZ4	NLGN2_HUMAN	Neuroligin-2
1107	B3KWV4	B3KWV4_HUMAN	cDNA FLJ43940 fis, clone TESTI4014175, highly similar to Chromodomain helicase-DNA-binding protein 3 (EC 3.6.1.-)
1107	Q12873	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3 (CHD-3) (EC 3.6.4.12) (ATP-dependent helicase CHD3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase) (hZFH)
1107	Q2TAZ1	Q2TAZ1_HUMAN	CHD3 protein (Fragment)
201799	Q6P9G4	TM154_HUMAN	Transmembrane protein 154
214	B3KNN9	B3KNN9_HUMAN	cDNA FLJ30070 fis, clone ASTRO2000046, highly similar to CD166 ANTIGEN
214	Q13740	CD166_HUMAN	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)
7532	P61981	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]
10477	Q969T4	UB2E3_HUMAN	Ubiquitin-conjugating enzyme E2 E3 (EC 6.3.2.19) (UbcH9) (Ubiquitin carrier protein E3) (Ubiquitin-conjugating enzyme E2-23 kDa) (Ubiquitin-protein ligase E3)
116840	Q8N137	CNTRB_HUMAN	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)
58485	Q9Y5R8	TPPC1_HUMAN	Trafficking protein particle complex subunit 1 (BET5 homolog) (Multiple myeloma protein 2) (MUM-2)
131368	Q8TCW7	ZPLD1_HUMAN	Zona pellucida-like domain-containing protein 1 (ZP domain-containing protein 1)
9196	O43448	KCAB3_HUMAN	Voltage-gated potassium channel subunit beta-3 (K(+) channel subunit beta-3) (Kv-beta-3)
375484	Q8NDZ2	SIMC1_HUMAN	SUMO-interacting motif-containing protein 1
201931	Q8IY95	TM192_HUMAN	Transmembrane protein 192
